id_parada,data_hora_inicio,data_hora_fim,aerogerador,subsistema,codigo_alarme,descricao_alarme,tempo_parada_horas,tipo_manutencao
656,2025-06-08 16:52:00,2025-06-08 22:22:00,WTG-27,Converter / Electrical,603,Converter communication failure,5.5,Corretiva
657,2025-06-09 03:20:00,2025-06-09 05:08:00,WTG-13,Pitch System,203,Pitch motor overtemperature,1.8,Corretiva
658,2025-06-09 05:46:00,2025-06-09 13:04:00,WTG-10,Converter / Electrical,602,IGBT overtemperature,7.3,Corretiva
659,2025-06-09 13:51:00,2025-06-10 01:39:00,WTG-24,Yaw System,302,Yaw motor overload,11.8,Corretiva
660,2025-06-09 19:11:00,2025-06-10 15:41:00,WTG-23,Generator,504,Slip ring brush wear limit,20.5,Corretiva
661,2025-06-10 04:56:00,2025-06-10 14:38:00,WTG-23,Gearbox (Multiplicador),703,Bearing vibration high,9.7,Corretiva
662,2025-06-10 16:59:00,2025-06-11 07:35:00,WTG-11,Converter / Electrical,604,DC link overvoltage,14.6,Corretiva
663,2025-06-10 21:57:00,2025-06-11 08:51:00,WTG-04,Gearbox (Multiplicador),702,High oil temperature,10.9,Preventiva
664,2025-06-11 02:01:00,2025-06-11 19:55:00,WTG-22,Generator,505,Generator overspeed,17.9,Corretiva
665,2025-06-11 17:28:00,2025-06-12 06:28:00,WTG-24,Yaw System,305,Yaw inverter fault,13.0,Corretiva
666,2025-06-11 19:48:00,2025-06-13 02:12:00,WTG-08,Gearbox (Multiplicador),705,Gear mesh frequency vibration,30.4,Corretiva
667,2025-06-12 07:07:00,2025-06-12 10:01:00,WTG-26,Pitch System,205,Blade angle asymmetry limit reached,2.9,Corretiva
668,2025-06-12 10:07:00,2025-06-12 11:13:00,WTG-27,Hydraulic System,404,Hydraulic oil low level,1.1,Corretiva
669,2025-06-13 22:33:00,2025-06-14 01:39:00,WTG-02,Pitch System,202,Pitch battery fault,3.1,Corretiva
670,2025-06-13 23:45:00,2025-06-14 11:27:00,WTG-07,Hydraulic System,402,High hydraulic pressure,11.7,Preventiva
671,2025-06-14 02:43:00,2025-06-14 13:01:00,WTG-07,Yaw System,303,Cable twist limit exceeded,10.3,Corretiva
672,2025-06-14 05:17:00,2025-06-15 09:59:00,WTG-05,Generator,505,Generator overspeed,28.7,Corretiva
673,2025-06-14 05:47:00,2025-06-14 14:35:00,WTG-30,Converter / Electrical,604,DC link overvoltage,8.8,Corretiva
674,2025-06-14 10:51:00,2025-06-15 06:39:00,WTG-10,Sensors / Weather,802,Wind vane error,19.8,Corretiva
675,2025-06-15 00:20:00,2025-06-15 01:56:00,WTG-27,Gearbox (Multiplicador),704,Oil filter clogged,1.6,Corretiva
676,2025-06-15 01:19:00,2025-06-15 12:25:00,WTG-23,Sensors / Weather,803,Ice detection on blades,11.1,Corretiva
677,2025-06-15 03:43:00,2025-06-15 07:31:00,WTG-22,Converter / Electrical,605,Grid frequency instability,3.8,Corretiva
678,2025-06-15 07:34:00,2025-06-15 16:52:00,WTG-02,Gearbox (Multiplicador),702,High oil temperature,9.3,Preventiva
679,2025-06-15 17:02:00,2025-06-16 00:44:00,WTG-05,Sensors / Weather,804,Ambient temperature out of range,7.7,Preventiva
680,2025-06-15 17:19:00,2025-06-15 23:55:00,WTG-08,Gearbox (Multiplicador),701,Low oil pressure,6.6,Preventiva
681,2025-06-15 17:38:00,2025-06-16 08:14:00,WTG-19,Hydraulic System,402,High hydraulic pressure,14.6,Corretiva
682,2025-06-16 09:10:00,2025-06-17 18:46:00,WTG-04,Converter / Electrical,603,Converter communication failure,33.6,Corretiva
683,2025-06-16 11:15:00,2025-06-17 08:33:00,WTG-06,Pitch System,203,Pitch motor overtemperature,21.3,Corretiva
684,2025-06-16 19:07:00,2025-06-16 21:25:00,WTG-28,Yaw System,303,Cable twist limit exceeded,2.3,Corretiva
685,2025-06-16 20:14:00,2025-06-16 21:32:00,WTG-24,Pitch System,205,Blade angle asymmetry limit reached,1.3,Corretiva
686,2025-06-16 22:28:00,2025-06-17 03:04:00,WTG-22,Gearbox (Multiplicador),704,Oil filter clogged,4.6,Corretiva
687,2025-06-17 01:57:00,2025-06-17 12:39:00,WTG-10,Hydraulic System,403,Hydraulic pump motor overload,10.7,Preventiva
688,2025-06-17 08:00:00,2025-06-17 09:48:00,WTG-30,Generator,505,Generator overspeed,1.8,Corretiva
689,2025-06-17 10:44:00,2025-06-17 15:50:00,WTG-13,Gearbox (Multiplicador),703,Bearing vibration high,5.1,Preventiva
690,2025-06-17 11:02:00,2025-06-17 17:50:00,WTG-02,Hydraulic System,401,Low hydraulic pressure,6.8,Corretiva
691,2025-06-17 18:20:00,2025-06-18 05:50:00,WTG-15,Yaw System,304,Yaw brake failure,11.5,Preventiva
692,2025-06-18 01:05:00,2025-06-18 03:17:00,WTG-04,Generator,505,Generator overspeed,2.2,Corretiva
693,2025-06-18 05:20:00,2025-06-18 13:44:00,WTG-09,Sensors / Weather,801,Anemometer mismatch,8.4,Corretiva
694,2025-06-18 09:20:00,2025-06-18 09:56:00,WTG-16,Converter / Electrical,602,IGBT overtemperature,0.6,Corretiva
695,2025-06-18 20:23:00,2025-06-18 21:11:00,WTG-20,Sensors / Weather,802,Wind vane error,0.8,Corretiva
696,2025-06-19 03:04:00,2025-06-19 09:16:00,WTG-13,Pitch System,205,Blade angle asymmetry limit reached,6.2,Corretiva
697,2025-06-19 14:49:00,2025-06-19 16:31:00,WTG-09,Generator,502,Generator cooling failure,1.7,Corretiva
698,2025-06-19 14:55:00,2025-06-19 22:01:00,WTG-12,Gearbox (Multiplicador),705,Gear mesh frequency vibration,7.1,Corretiva
699,2025-06-19 17:55:00,2025-06-20 04:07:00,WTG-09,Hydraulic System,404,Hydraulic oil low level,10.2,Preventiva
700,2025-06-20 04:58:00,2025-06-20 06:10:00,WTG-21,Hydraulic System,404,Hydraulic oil low level,1.2,Corretiva
701,2025-06-20 13:15:00,2025-06-20 14:57:00,WTG-28,Converter / Electrical,605,Grid frequency instability,1.7,Corretiva
702,2025-06-20 17:39:00,2025-06-20 19:21:00,WTG-19,Gearbox (Multiplicador),705,Gear mesh frequency vibration,1.7,Corretiva
703,2025-06-20 21:49:00,2025-06-21 02:07:00,WTG-10,Sensors / Weather,801,Anemometer mismatch,4.3,Corretiva
704,2025-06-21 22:31:00,2025-06-21 23:49:00,WTG-13,Yaw System,301,Yaw error,1.3,Corretiva
705,2025-06-22 18:37:00,2025-06-23 17:19:00,WTG-11,Yaw System,305,Yaw inverter fault,22.7,Corretiva
706,2025-06-22 19:22:00,2025-06-23 02:58:00,WTG-17,Hydraulic System,405,Valve switching failure,7.6,Corretiva
707,2025-06-22 22:17:00,2025-06-23 01:47:00,WTG-01,Gearbox (Multiplicador),702,High oil temperature,3.5,Corretiva
708,2025-06-23 07:59:00,2025-06-23 20:35:00,WTG-17,Gearbox (Multiplicador),702,High oil temperature,12.6,Corretiva
709,2025-06-23 15:41:00,2025-06-23 16:11:00,WTG-27,Hydraulic System,403,Hydraulic pump motor overload,0.5,Corretiva
710,2025-06-23 17:02:00,2025-06-24 09:56:00,WTG-18,Pitch System,203,Pitch motor overtemperature,16.9,Corretiva
711,2025-06-24 03:37:00,2025-06-25 04:31:00,WTG-06,Converter / Electrical,601,Grid voltage out of limits,24.9,Corretiva
712,2025-06-24 10:30:00,2025-06-24 11:24:00,WTG-15,Converter / Electrical,605,Grid frequency instability,0.9,Corretiva
713,2025-06-24 13:33:00,2025-06-24 15:15:00,WTG-28,Sensors / Weather,803,Ice detection on blades,1.7,Corretiva
714,2025-06-24 17:21:00,2025-06-24 22:15:00,WTG-30,Hydraulic System,402,High hydraulic pressure,4.9,Corretiva
715,2025-06-25 03:01:00,2025-06-25 08:43:00,WTG-14,Sensors / Weather,804,Ambient temperature out of range,5.7,Corretiva
716,2025-06-25 13:02:00,2025-06-25 14:56:00,WTG-15,Pitch System,201,Difference between Pitch angles,1.9,Corretiva
717,2025-06-25 14:03:00,2025-06-25 23:09:00,WTG-16,Yaw System,305,Yaw inverter fault,9.1,Preventiva
718,2025-06-26 08:09:00,2025-06-26 13:03:00,WTG-13,Converter / Electrical,603,Converter communication failure,4.9,Corretiva
719,2025-06-26 10:10:00,2025-06-27 15:10:00,WTG-29,Pitch System,202,Pitch battery fault,29.0,Corretiva
720,2025-06-27 05:12:00,2025-06-27 14:18:00,WTG-11,Yaw System,302,Yaw motor overload,9.1,Corretiva
721,2025-06-27 07:15:00,2025-06-27 11:45:00,WTG-18,Gearbox (Multiplicador),702,High oil temperature,4.5,Preventiva
722,2025-06-27 16:35:00,2025-06-27 23:17:00,WTG-11,Gearbox (Multiplicador),702,High oil temperature,6.7,Corretiva
723,2025-06-27 18:06:00,2025-06-28 09:42:00,WTG-22,Sensors / Weather,802,Wind vane error,15.6,Corretiva
724,2025-06-27 18:50:00,2025-06-28 03:38:00,WTG-09,Gearbox (Multiplicador),704,Oil filter clogged,8.8,Corretiva
725,2025-06-27 19:42:00,2025-06-28 07:54:00,WTG-16,Sensors / Weather,802,Wind vane error,12.2,Corretiva
726,2025-06-27 20:39:00,2025-06-28 01:51:00,WTG-13,Pitch System,202,Pitch battery fault,5.2,Preventiva
727,2025-06-28 00:03:00,2025-06-28 03:45:00,WTG-27,Sensors / Weather,801,Anemometer mismatch,3.7,Corretiva
728,2025-06-28 00:19:00,2025-06-28 08:31:00,WTG-28,Hydraulic System,401,Low hydraulic pressure,8.2,Corretiva
729,2025-06-28 11:18:00,2025-06-28 22:06:00,WTG-26,Gearbox (Multiplicador),701,Low oil pressure,10.8,Corretiva
730,2025-06-28 12:33:00,2025-06-29 06:21:00,WTG-23,Pitch System,204,Pitch position sensor error,17.8,Corretiva
731,2025-06-28 12:52:00,2025-06-29 04:10:00,WTG-01,Sensors / Weather,802,Wind vane error,15.3,Corretiva
732,2025-06-28 19:05:00,2025-06-29 04:53:00,WTG-27,Sensors / Weather,801,Anemometer mismatch,9.8,Preventiva
733,2025-06-28 23:09:00,2025-06-29 21:09:00,WTG-30,Yaw System,302,Yaw motor overload,22.0,Corretiva
734,2025-06-29 07:17:00,2025-06-29 14:11:00,WTG-07,Yaw System,305,Yaw inverter fault,6.9,Preventiva
735,2025-06-29 08:04:00,2025-06-29 10:58:00,WTG-04,Sensors / Weather,801,Anemometer mismatch,2.9,Corretiva
736,2025-06-30 12:09:00,2025-06-30 14:09:00,WTG-15,Sensors / Weather,802,Wind vane error,2.0,Corretiva
737,2025-06-30 13:43:00,2025-06-30 20:19:00,WTG-11,Gearbox (Multiplicador),705,Gear mesh frequency vibration,6.6,Corretiva
738,2025-07-01 02:25:00,2025-07-01 07:31:00,WTG-17,Converter / Electrical,603,Converter communication failure,5.1,Preventiva
739,2025-07-01 04:48:00,2025-07-02 07:30:00,WTG-15,Sensors / Weather,802,Wind vane error,26.7,Corretiva
740,2025-07-01 09:16:00,2025-07-01 18:46:00,WTG-07,Converter / Electrical,603,Converter communication failure,9.5,Preventiva
741,2025-07-01 13:16:00,2025-07-02 00:22:00,WTG-03,Converter / Electrical,603,Converter communication failure,11.1,Corretiva
742,2025-07-01 19:45:00,2025-07-02 06:57:00,WTG-16,Generator,504,Slip ring brush wear limit,11.2,Preventiva
743,2025-07-02 05:56:00,2025-07-02 16:56:00,WTG-23,Gearbox (Multiplicador),705,Gear mesh frequency vibration,11.0,Corretiva
744,2025-07-02 06:02:00,2025-07-02 18:56:00,WTG-30,Converter / Electrical,601,Grid voltage out of limits,12.9,Corretiva
745,2025-07-03 16:13:00,2025-07-04 21:37:00,WTG-06,Generator,504,Slip ring brush wear limit,29.4,Corretiva
746,2025-07-03 19:28:00,2025-07-04 09:16:00,WTG-28,Hydraulic System,401,Low hydraulic pressure,13.8,Corretiva
747,2025-07-03 21:29:00,2025-07-04 04:53:00,WTG-16,Yaw System,305,Yaw inverter fault,7.4,Corretiva
748,2025-07-04 11:19:00,2025-07-04 17:19:00,WTG-23,Pitch System,201,Difference between Pitch angles,6.0,Corretiva
749,2025-07-04 11:36:00,2025-07-04 15:30:00,WTG-06,Converter / Electrical,601,Grid voltage out of limits,3.9,Corretiva
750,2025-07-04 15:24:00,2025-07-05 00:36:00,WTG-01,Sensors / Weather,801,Anemometer mismatch,9.2,Preventiva
751,2025-07-04 18:38:00,2025-07-04 22:50:00,WTG-24,Gearbox (Multiplicador),702,High oil temperature,4.2,Corretiva
752,2025-07-04 23:56:00,2025-07-06 02:26:00,WTG-28,Yaw System,301,Yaw error,26.5,Corretiva
753,2025-07-05 00:51:00,2025-07-05 02:27:00,WTG-07,Pitch System,204,Pitch position sensor error,1.6,Corretiva
754,2025-07-05 07:13:00,2025-07-05 19:37:00,WTG-24,Gearbox (Multiplicador),705,Gear mesh frequency vibration,12.4,Corretiva
755,2025-07-05 16:15:00,2025-07-06 10:39:00,WTG-25,Sensors / Weather,802,Wind vane error,18.4,Corretiva
756,2025-07-05 21:42:00,2025-07-06 03:30:00,WTG-26,Converter / Electrical,603,Converter communication failure,5.8,Corretiva
757,2025-07-06 00:39:00,2025-07-06 05:45:00,WTG-22,Converter / Electrical,602,IGBT overtemperature,5.1,Preventiva
758,2025-07-06 07:01:00,2025-07-06 18:43:00,WTG-14,Sensors / Weather,803,Ice detection on blades,11.7,Corretiva
759,2025-07-06 19:27:00,2025-07-07 04:27:00,WTG-06,Yaw System,305,Yaw inverter fault,9.0,Corretiva
760,2025-07-06 23:51:00,2025-07-07 09:39:00,WTG-29,Converter / Electrical,601,Grid voltage out of limits,9.8,Corretiva
761,2025-07-07 11:09:00,2025-07-07 14:21:00,WTG-20,Sensors / Weather,803,Ice detection on blades,3.2,Corretiva
762,2025-07-08 09:42:00,2025-07-08 21:00:00,WTG-03,Yaw System,303,Cable twist limit exceeded,11.3,Preventiva
763,2025-07-08 12:54:00,2025-07-08 22:06:00,WTG-20,Yaw System,302,Yaw motor overload,9.2,Corretiva
764,2025-07-08 19:19:00,2025-07-09 04:49:00,WTG-26,Sensors / Weather,802,Wind vane error,9.5,Preventiva
765,2025-07-10 01:30:00,2025-07-10 02:54:00,WTG-25,Pitch System,205,Blade angle asymmetry limit reached,1.4,Corretiva
766,2025-07-10 16:00:00,2025-07-11 04:42:00,WTG-22,Hydraulic System,402,High hydraulic pressure,12.7,Corretiva
767,2025-07-10 17:46:00,2025-07-10 20:28:00,WTG-14,Gearbox (Multiplicador),702,High oil temperature,2.7,Corretiva
768,2025-07-11 02:08:00,2025-07-11 02:50:00,WTG-18,Sensors / Weather,801,Anemometer mismatch,0.7,Corretiva
769,2025-07-11 08:34:00,2025-07-11 13:40:00,WTG-28,Hydraulic System,403,Hydraulic pump motor overload,5.1,Preventiva
770,2025-07-11 15:44:00,2025-07-11 22:20:00,WTG-05,Converter / Electrical,601,Grid voltage out of limits,6.6,Preventiva
771,2025-07-11 21:52:00,2025-07-12 11:10:00,WTG-15,Gearbox (Multiplicador),702,High oil temperature,13.3,Corretiva
772,2025-07-12 08:26:00,2025-07-12 13:02:00,WTG-10,Pitch System,203,Pitch motor overtemperature,4.6,Corretiva
773,2025-07-13 00:09:00,2025-07-13 12:03:00,WTG-15,Gearbox (Multiplicador),701,Low oil pressure,11.9,Corretiva
774,2025-07-13 17:44:00,2025-07-13 18:56:00,WTG-18,Generator,501,High temperature winding,1.2,Corretiva
775,2025-07-13 21:02:00,2025-07-14 03:20:00,WTG-16,Converter / Electrical,602,IGBT overtemperature,6.3,Preventiva
776,2025-07-13 23:00:00,2025-07-15 00:24:00,WTG-14,Generator,503,Bearing temperature high,25.4,Corretiva
777,2025-07-14 00:18:00,2025-07-14 11:18:00,WTG-17,Pitch System,203,Pitch motor overtemperature,11.0,Preventiva
778,2025-07-14 03:53:00,2025-07-14 13:47:00,WTG-15,Hydraulic System,405,Valve switching failure,9.9,Corretiva
779,2025-07-14 12:48:00,2025-07-14 15:06:00,WTG-10,Hydraulic System,403,Hydraulic pump motor overload,2.3,Corretiva
780,2025-07-15 03:22:00,2025-07-15 07:40:00,WTG-04,Yaw System,305,Yaw inverter fault,4.3,Corretiva
781,2025-07-15 15:57:00,2025-07-15 18:51:00,WTG-04,Hydraulic System,404,Hydraulic oil low level,2.9,Corretiva
782,2025-07-15 23:28:00,2025-07-16 10:16:00,WTG-14,Hydraulic System,402,High hydraulic pressure,10.8,Preventiva
783,2025-07-16 02:00:00,2025-07-16 05:06:00,WTG-24,Converter / Electrical,603,Converter communication failure,3.1,Corretiva
784,2025-07-16 03:32:00,2025-07-16 07:50:00,WTG-17,Sensors / Weather,804,Ambient temperature out of range,4.3,Preventiva
785,2025-07-16 09:22:00,2025-07-16 13:22:00,WTG-11,Sensors / Weather,801,Anemometer mismatch,4.0,Corretiva
786,2025-07-16 16:04:00,2025-07-17 03:16:00,WTG-20,Generator,501,High temperature winding,11.2,Preventiva
787,2025-07-16 16:44:00,2025-07-17 04:08:00,WTG-11,Yaw System,305,Yaw inverter fault,11.4,Preventiva
788,2025-07-16 17:13:00,2025-07-16 19:25:00,WTG-09,Generator,503,Bearing temperature high,2.2,Corretiva
789,2025-07-16 18:44:00,2025-07-17 20:44:00,WTG-05,Gearbox (Multiplicador),705,Gear mesh frequency vibration,26.0,Corretiva
790,2025-07-17 02:20:00,2025-07-17 11:56:00,WTG-12,Sensors / Weather,803,Ice detection on blades,9.6,Preventiva
791,2025-07-17 20:30:00,2025-07-18 02:54:00,WTG-18,Yaw System,305,Yaw inverter fault,6.4,Preventiva
792,2025-07-18 02:07:00,2025-07-18 05:13:00,WTG-13,Yaw System,304,Yaw brake failure,3.1,Corretiva
793,2025-07-18 19:42:00,2025-07-18 22:30:00,WTG-18,Hydraulic System,404,Hydraulic oil low level,2.8,Corretiva
794,2025-07-18 22:43:00,2025-07-18 23:43:00,WTG-14,Hydraulic System,402,High hydraulic pressure,1.0,Corretiva
795,2025-07-19 12:50:00,2025-07-20 05:50:00,WTG-24,Converter / Electrical,602,IGBT overtemperature,17.0,Corretiva
796,2025-07-20 02:41:00,2025-07-21 06:41:00,WTG-03,Sensors / Weather,803,Ice detection on blades,28.0,Corretiva
797,2025-07-20 09:32:00,2025-07-20 16:32:00,WTG-17,Generator,502,Generator cooling failure,7.0,Corretiva
798,2025-07-20 12:20:00,2025-07-20 14:50:00,WTG-18,Yaw System,305,Yaw inverter fault,2.5,Corretiva
799,2025-07-20 16:34:00,2025-07-20 18:40:00,WTG-29,Converter / Electrical,604,DC link overvoltage,2.1,Corretiva
800,2025-07-21 03:12:00,2025-07-21 11:00:00,WTG-02,Hydraulic System,403,Hydraulic pump motor overload,7.8,Preventiva
801,2025-07-21 14:26:00,2025-07-21 15:14:00,WTG-07,Pitch System,204,Pitch position sensor error,0.8,Corretiva
802,2025-07-22 01:10:00,2025-07-22 06:16:00,WTG-13,Sensors / Weather,803,Ice detection on blades,5.1,Corretiva
803,2025-07-22 01:29:00,2025-07-22 07:47:00,WTG-18,Gearbox (Multiplicador),704,Oil filter clogged,6.3,Corretiva
804,2025-07-22 03:58:00,2025-07-22 19:04:00,WTG-17,Generator,505,Generator overspeed,15.1,Corretiva
805,2025-07-22 08:00:00,2025-07-22 10:06:00,WTG-28,Converter / Electrical,601,Grid voltage out of limits,2.1,Corretiva
806,2025-07-22 14:55:00,2025-07-22 20:01:00,WTG-04,Pitch System,201,Difference between Pitch angles,5.1,Preventiva
807,2025-07-22 20:32:00,2025-07-23 03:56:00,WTG-23,Converter / Electrical,604,DC link overvoltage,7.4,Corretiva
808,2025-07-22 23:56:00,2025-07-23 00:32:00,WTG-03,Gearbox (Multiplicador),704,Oil filter clogged,0.6,Corretiva
809,2025-07-24 00:23:00,2025-07-24 03:53:00,WTG-04,Gearbox (Multiplicador),703,Bearing vibration high,3.5,Corretiva
810,2025-07-24 02:08:00,2025-07-24 03:44:00,WTG-04,Converter / Electrical,603,Converter communication failure,1.6,Corretiva
811,2025-07-24 02:52:00,2025-07-24 08:58:00,WTG-14,Gearbox (Multiplicador),705,Gear mesh frequency vibration,6.1,Corretiva
812,2025-07-24 07:37:00,2025-07-24 08:19:00,WTG-16,Yaw System,305,Yaw inverter fault,0.7,Corretiva
813,2025-07-24 19:10:00,2025-07-24 20:16:00,WTG-29,Pitch System,205,Blade angle asymmetry limit reached,1.1,Corretiva
814,2025-07-24 20:52:00,2025-07-25 04:46:00,WTG-24,Gearbox (Multiplicador),702,High oil temperature,7.9,Preventiva
815,2025-07-25 02:27:00,2025-07-25 10:27:00,WTG-08,Gearbox (Multiplicador),703,Bearing vibration high,8.0,Corretiva
816,2025-07-25 17:45:00,2025-07-25 22:33:00,WTG-17,Yaw System,305,Yaw inverter fault,4.8,Corretiva
817,2025-07-25 19:33:00,2025-07-26 02:27:00,WTG-17,Hydraulic System,405,Valve switching failure,6.9,Corretiva
818,2025-07-25 23:14:00,2025-07-26 00:14:00,WTG-04,Hydraulic System,401,Low hydraulic pressure,1.0,Corretiva
819,2025-07-26 01:11:00,2025-07-27 13:29:00,WTG-09,Hydraulic System,402,High hydraulic pressure,36.3,Corretiva
820,2025-07-26 05:55:00,2025-07-26 23:13:00,WTG-24,Gearbox (Multiplicador),705,Gear mesh frequency vibration,17.3,Corretiva
821,2025-07-26 13:02:00,2025-07-27 00:26:00,WTG-02,Gearbox (Multiplicador),701,Low oil pressure,11.4,Corretiva
822,2025-07-26 21:35:00,2025-07-27 02:29:00,WTG-04,Yaw System,303,Cable twist limit exceeded,4.9,Corretiva
823,2025-07-26 22:16:00,2025-07-27 18:52:00,WTG-02,Pitch System,201,Difference between Pitch angles,20.6,Corretiva
824,2025-07-27 00:13:00,2025-07-27 08:07:00,WTG-23,Hydraulic System,403,Hydraulic pump motor overload,7.9,Corretiva
825,2025-07-27 03:33:00,2025-07-27 19:03:00,WTG-06,Sensors / Weather,801,Anemometer mismatch,15.5,Corretiva
826,2025-07-27 05:39:00,2025-07-27 10:03:00,WTG-24,Gearbox (Multiplicador),705,Gear mesh frequency vibration,4.4,Preventiva
827,2025-07-27 15:42:00,2025-07-28 01:30:00,WTG-17,Sensors / Weather,803,Ice detection on blades,9.8,Preventiva
828,2025-07-27 18:24:00,2025-07-28 01:06:00,WTG-02,Generator,503,Bearing temperature high,6.7,Corretiva
829,2025-07-28 04:02:00,2025-07-28 06:02:00,WTG-05,Gearbox (Multiplicador),703,Bearing vibration high,2.0,Corretiva
830,2025-07-28 07:16:00,2025-07-28 10:58:00,WTG-02,Gearbox (Multiplicador),702,High oil temperature,3.7,Corretiva
831,2025-07-28 07:46:00,2025-07-28 11:22:00,WTG-13,Hydraulic System,405,Valve switching failure,3.6,Corretiva
832,2025-07-28 11:45:00,2025-07-28 23:21:00,WTG-29,Gearbox (Multiplicador),704,Oil filter clogged,11.6,Corretiva
833,2025-07-28 21:34:00,2025-07-28 22:34:00,WTG-11,Gearbox (Multiplicador),702,High oil temperature,1.0,Corretiva
834,2025-07-29 01:21:00,2025-07-29 20:21:00,WTG-12,Sensors / Weather,801,Anemometer mismatch,19.0,Corretiva
835,2025-07-29 01:25:00,2025-07-29 11:19:00,WTG-15,Sensors / Weather,802,Wind vane error,9.9,Corretiva
836,2025-07-29 02:06:00,2025-07-29 07:24:00,WTG-25,Gearbox (Multiplicador),704,Oil filter clogged,5.3,Preventiva
837,2025-07-29 05:58:00,2025-07-29 20:34:00,WTG-02,Converter / Electrical,603,Converter communication failure,14.6,Corretiva
838,2025-07-29 07:58:00,2025-07-29 08:52:00,WTG-01,Generator,502,Generator cooling failure,0.9,Corretiva
839,2025-07-29 13:30:00,2025-07-29 16:18:00,WTG-03,Sensors / Weather,801,Anemometer mismatch,2.8,Corretiva
840,2025-07-29 15:17:00,2025-07-29 17:35:00,WTG-24,Generator,501,High temperature winding,2.3,Corretiva
841,2025-07-29 15:35:00,2025-07-30 06:23:00,WTG-14,Pitch System,204,Pitch position sensor error,14.8,Corretiva
842,2025-07-29 21:51:00,2025-07-29 23:03:00,WTG-05,Sensors / Weather,804,Ambient temperature out of range,1.2,Corretiva
843,2025-07-30 01:47:00,2025-07-30 11:53:00,WTG-23,Sensors / Weather,803,Ice detection on blades,10.1,Corretiva
844,2025-07-30 16:32:00,2025-07-31 01:02:00,WTG-08,Gearbox (Multiplicador),701,Low oil pressure,8.5,Corretiva
845,2025-07-30 22:30:00,2025-07-31 06:00:00,WTG-03,Sensors / Weather,804,Ambient temperature out of range,7.5,Preventiva
846,2025-07-31 01:38:00,2025-07-31 02:14:00,WTG-03,Converter / Electrical,605,Grid frequency instability,0.6,Corretiva
847,2025-08-01 00:40:00,2025-08-01 20:46:00,WTG-03,Hydraulic System,404,Hydraulic oil low level,20.1,Corretiva
848,2025-08-01 09:05:00,2025-08-01 12:53:00,WTG-26,Pitch System,205,Blade angle asymmetry limit reached,3.8,Corretiva
849,2025-08-01 18:11:00,2025-08-01 19:05:00,WTG-02,Converter / Electrical,605,Grid frequency instability,0.9,Corretiva
850,2025-08-02 01:54:00,2025-08-02 04:18:00,WTG-24,Yaw System,303,Cable twist limit exceeded,2.4,Corretiva
851,2025-08-02 03:24:00,2025-08-02 10:00:00,WTG-30,Gearbox (Multiplicador),702,High oil temperature,6.6,Corretiva
852,2025-08-02 11:41:00,2025-08-02 15:53:00,WTG-24,Gearbox (Multiplicador),705,Gear mesh frequency vibration,4.2,Corretiva
853,2025-08-02 12:36:00,2025-08-02 13:48:00,WTG-22,Hydraulic System,401,Low hydraulic pressure,1.2,Corretiva
854,2025-08-02 13:08:00,2025-08-02 14:20:00,WTG-20,Sensors / Weather,801,Anemometer mismatch,1.2,Corretiva
855,2025-08-03 02:40:00,2025-08-03 19:28:00,WTG-05,Yaw System,305,Yaw inverter fault,16.8,Corretiva
856,2025-08-03 23:21:00,2025-08-04 09:21:00,WTG-29,Yaw System,303,Cable twist limit exceeded,10.0,Preventiva
857,2025-08-04 10:07:00,2025-08-05 09:55:00,WTG-14,Hydraulic System,403,Hydraulic pump motor overload,23.8,Corretiva
858,2025-08-05 05:06:00,2025-08-05 18:30:00,WTG-15,Sensors / Weather,801,Anemometer mismatch,13.4,Corretiva
859,2025-08-05 11:22:00,2025-08-06 06:22:00,WTG-24,Yaw System,301,Yaw error,19.0,Corretiva
860,2025-08-06 00:29:00,2025-08-06 08:05:00,WTG-17,Gearbox (Multiplicador),703,Bearing vibration high,7.6,Preventiva
861,2025-08-06 01:10:00,2025-08-06 03:58:00,WTG-12,Generator,505,Generator overspeed,2.8,Corretiva
862,2025-08-06 10:41:00,2025-08-06 17:47:00,WTG-04,Yaw System,304,Yaw brake failure,7.1,Preventiva
863,2025-08-06 11:02:00,2025-08-06 17:56:00,WTG-10,Pitch System,204,Pitch position sensor error,6.9,Preventiva
864,2025-08-06 12:17:00,2025-08-07 06:29:00,WTG-30,Sensors / Weather,804,Ambient temperature out of range,18.2,Corretiva
865,2025-08-06 21:15:00,2025-08-07 01:57:00,WTG-30,Pitch System,202,Pitch battery fault,4.7,Corretiva
866,2025-08-07 03:26:00,2025-08-07 21:32:00,WTG-02,Hydraulic System,401,Low hydraulic pressure,18.1,Corretiva
867,2025-08-07 10:46:00,2025-08-07 16:10:00,WTG-10,Generator,503,Bearing temperature high,5.4,Corretiva
868,2025-08-07 15:16:00,2025-08-08 05:28:00,WTG-08,Generator,501,High temperature winding,14.2,Corretiva
869,2025-08-07 15:22:00,2025-08-08 03:46:00,WTG-21,Hydraulic System,402,High hydraulic pressure,12.4,Corretiva
870,2025-08-07 15:31:00,2025-08-08 09:13:00,WTG-17,Converter / Electrical,604,DC link overvoltage,17.7,Corretiva
871,2025-08-08 10:43:00,2025-08-08 12:13:00,WTG-27,Converter / Electrical,602,IGBT overtemperature,1.5,Corretiva
872,2025-08-08 12:55:00,2025-08-08 22:49:00,WTG-14,Sensors / Weather,802,Wind vane error,9.9,Corretiva
