id_parada,data_hora_inicio,data_hora_fim,aerogerador,subsistema,codigo_alarme,descricao_alarme,tempo_parada_horas,tipo_parada
687,2025-06-15 05:05:00,2025-06-15 19:05:00,WTG-29,Pitch System,202,Pitch battery fault,14.0,TRIP
688,2025-06-15 09:28:00,2025-06-15 18:52:00,WTG-05,Gearbox,701,Low oil pressure,9.4,TRIP
689,2025-06-15 10:00:00,2025-06-16 03:06:00,WTG-16,Sensors,804,Ambient temperature out of range,17.1,TRIP
690,2025-06-16 04:54:00,2025-06-16 05:54:00,WTG-22,Sensors,803,Ice detection on blades,1.0,TRIP
691,2025-06-16 05:37:00,2025-06-17 16:19:00,WTG-15,PCM-CORR,002,manual stop_repair,34.7,Corrective
692,2025-06-16 08:20:00,2025-06-16 18:26:00,WTG-06,Gearbox,705,Gear mesh frequency vibration,10.1,TRIP
693,2025-06-16 09:30:00,2025-06-17 01:00:00,WTG-05,PCM-CORR,002,manual stop_repair,15.5,Corrective
694,2025-06-16 18:25:00,2025-06-17 06:55:00,WTG-22,Sensors,802,Wind vane error,12.5,TRIP
695,2025-06-16 21:14:00,2025-06-16 21:50:00,WTG-24,Sensors,804,Ambient temperature out of range,0.6,TRIP
696,2025-06-17 09:53:00,2025-06-17 10:23:00,WTG-28,Sensors,803,Ice detection on blades,0.5,TRIP
697,2025-06-17 22:55:00,2025-06-18 01:49:00,WTG-17,Gearbox,703,Bearing vibration high,2.9,TRIP
698,2025-06-18 05:24:00,2025-06-18 12:30:00,WTG-30,Hydraulic System,404,Hydraulic oil low level,7.1,TRIP
699,2025-06-18 12:37:00,2025-06-18 20:43:00,WTG-25,PCM-CORR,002,manual stop_repair,8.1,Corrective
700,2025-06-18 13:43:00,2025-06-19 20:07:00,WTG-06,PCM-CORR,002,manual stop_repair,30.4,Corrective
701,2025-06-19 10:40:00,2025-06-19 19:40:00,WTG-29,Electrical,601,Grid voltage out of limits,9.0,TRIP
702,2025-06-19 10:51:00,2025-06-19 20:03:00,WTG-30,Electrical,602,IGBT overtemperature,9.2,TRIP
703,2025-06-19 18:33:00,2025-06-20 04:45:00,WTG-18,Hydraulic System,405,Valve switching failure,10.2,TRIP
704,2025-06-20 00:27:00,2025-06-20 16:21:00,WTG-07,Gearbox,705,Gear mesh frequency vibration,15.9,TRIP
705,2025-06-20 07:46:00,2025-06-20 12:58:00,WTG-19,PCM-CORR,002,manual stop_repair,5.2,Corrective
706,2025-06-20 12:03:00,2025-06-20 12:39:00,WTG-24,Gearbox,705,Gear mesh frequency vibration,0.6,TRIP
707,2025-06-20 18:41:00,2025-06-21 23:29:00,WTG-30,PCM-CORR,002,manual stop_repair,28.8,Corrective
708,2025-06-20 19:47:00,2025-06-21 10:41:00,WTG-21,Gearbox,704,Oil filter clogged,14.9,TRIP
709,2025-06-21 03:34:00,2025-06-21 16:46:00,WTG-26,PCM-CORR,002,manual stop_repair,13.2,Corrective
710,2025-06-21 07:41:00,2025-06-21 11:59:00,WTG-06,Electrical,605,Grid frequency instability,4.3,TRIP
711,2025-06-21 18:21:00,2025-06-22 07:09:00,WTG-06,PCM-CORR,002,manual stop_repair,12.8,Corrective
712,2025-06-21 18:39:00,2025-06-22 01:03:00,WTG-21,Pitch System,205,Blade angle asymmetry limit reached,6.4,TRIP
713,2025-06-21 19:35:00,2025-06-21 23:23:00,WTG-25,Electrical,601,Grid voltage out of limits,3.8,TRIP
714,2025-06-22 02:35:00,2025-06-22 12:05:00,WTG-30,Yaw System,305,Yaw inverter fault,9.5,TRIP
715,2025-06-22 09:27:00,2025-06-22 12:27:00,WTG-26,Hydraulic System,405,Valve switching failure,3.0,TRIP
716,2025-06-22 17:00:00,2025-06-22 18:30:00,WTG-28,Electrical,605,Grid frequency instability,1.5,TRIP
717,2025-06-23 02:00:00,2025-06-23 19:42:00,WTG-07,Pitch System,204,Pitch position sensor error,17.7,TRIP
718,2025-06-23 04:20:00,2025-06-23 08:20:00,WTG-04,Generator,505,Generator overspeed,4.0,TRIP
719,2025-06-23 06:14:00,2025-06-23 11:08:00,WTG-22,Sensors,802,Wind vane error,4.9,TRIP
720,2025-06-23 07:46:00,2025-06-23 21:40:00,WTG-22,Gearbox,703,Bearing vibration high,13.9,TRIP
721,2025-06-23 08:00:00,2025-06-23 18:24:00,WTG-27,Pitch System,204,Pitch position sensor error,10.4,TRIP
722,2025-06-23 09:53:00,2025-06-23 14:11:00,WTG-23,Sensors,804,Ambient temperature out of range,4.3,TRIP
723,2025-06-23 11:12:00,2025-06-23 21:18:00,WTG-19,PCM-CORR,002,manual stop_repair,10.1,Corrective
724,2025-06-23 12:13:00,2025-06-23 13:55:00,WTG-18,Gearbox,703,Bearing vibration high,1.7,TRIP
725,2025-06-23 13:03:00,2025-06-23 14:57:00,WTG-10,Hydraulic System,402,High hydraulic pressure,1.9,TRIP
726,2025-06-23 17:16:00,2025-06-23 20:22:00,WTG-24,Yaw System,302,Yaw motor overload,3.1,TRIP
727,2025-06-24 03:41:00,2025-06-24 13:41:00,WTG-05,Hydraulic System,404,Hydraulic oil low level,10.0,TRIP
728,2025-06-24 09:57:00,2025-06-25 01:33:00,WTG-28,PCM-CORR,002,manual stop_repair,15.6,Corrective
729,2025-06-24 19:13:00,2025-06-25 22:31:00,WTG-16,PCM-CORR,002,manual stop_repair,27.3,Corrective
730,2025-06-24 20:55:00,2025-06-24 22:07:00,WTG-09,Hydraulic System,401,Low hydraulic pressure,1.2,TRIP
731,2025-06-25 14:44:00,2025-06-25 17:26:00,WTG-28,Gearbox,703,Bearing vibration high,2.7,TRIP
732,2025-06-25 23:58:00,2025-06-26 03:40:00,WTG-15,Hydraulic System,405,Valve switching failure,3.7,TRIP
733,2025-06-26 05:57:00,2025-06-26 15:51:00,WTG-24,Sensors,801,Anemometer mismatch,9.9,TRIP
734,2025-06-26 07:33:00,2025-06-26 09:15:00,WTG-26,Sensors,801,Anemometer mismatch,1.7,TRIP
735,2025-06-26 18:55:00,2025-06-27 00:13:00,WTG-07,Hydraulic System,402,High hydraulic pressure,5.3,TRIP
736,2025-06-27 14:49:00,2025-06-27 22:19:00,WTG-16,Hydraulic System,403,Hydraulic pump motor overload,7.5,TRIP
737,2025-06-27 16:18:00,2025-06-28 01:24:00,WTG-30,Electrical,603,Converter communication failure,9.1,TRIP
738,2025-06-27 18:19:00,2025-06-27 19:19:00,WTG-27,Pitch System,205,Blade angle asymmetry limit reached,1.0,TRIP
739,2025-06-28 00:00:00,2025-06-28 05:12:00,WTG-01,Sensors,801,Anemometer mismatch,5.2,TRIP
740,2025-06-28 00:07:00,2025-06-28 11:43:00,WTG-23,Hydraulic System,401,Low hydraulic pressure,11.6,TRIP
741,2025-06-28 01:01:00,2025-06-28 12:13:00,WTG-23,Generator,504,Slip ring brush wear limit,11.2,TRIP
742,2025-06-28 03:57:00,2025-06-28 23:51:00,WTG-22,PCM-CORR,002,manual stop_repair,19.9,Corrective
743,2025-06-28 12:42:00,2025-06-28 23:36:00,WTG-23,Sensors,804,Ambient temperature out of range,10.9,TRIP
744,2025-06-28 14:10:00,2025-06-28 21:28:00,WTG-08,Electrical,605,Grid frequency instability,7.3,TRIP
745,2025-06-29 14:38:00,2025-06-29 15:14:00,WTG-04,Pitch System,205,Blade angle asymmetry limit reached,0.6,TRIP
746,2025-06-29 17:03:00,2025-06-29 19:27:00,WTG-19,Generator,504,Slip ring brush wear limit,2.4,TRIP
747,2025-06-29 17:08:00,2025-06-30 13:56:00,WTG-11,Pitch System,205,Blade angle asymmetry limit reached,20.8,TRIP
748,2025-06-29 17:10:00,2025-06-30 05:28:00,WTG-02,Pitch System,201,Difference between Pitch angles,12.3,TRIP
749,2025-06-30 01:59:00,2025-06-30 20:35:00,WTG-22,Yaw System,303,Cable twist limit exceeded,18.6,TRIP
750,2025-06-30 03:12:00,2025-06-30 07:42:00,WTG-10,Pitch System,205,Blade angle asymmetry limit reached,4.5,TRIP
751,2025-06-30 05:54:00,2025-06-30 19:30:00,WTG-15,Sensors,802,Wind vane error,13.6,TRIP
752,2025-06-30 15:19:00,2025-06-30 20:37:00,WTG-28,Gearbox,701,Low oil pressure,5.3,TRIP
753,2025-06-30 17:10:00,2025-07-01 01:58:00,WTG-13,PCM-CORR,002,manual stop_repair,8.8,Corrective
754,2025-07-01 00:21:00,2025-07-01 02:15:00,WTG-05,Electrical,605,Grid frequency instability,1.9,TRIP
755,2025-07-01 06:59:00,2025-07-01 11:35:00,WTG-07,Yaw System,305,Yaw inverter fault,4.6,TRIP
756,2025-07-02 03:44:00,2025-07-02 10:08:00,WTG-15,Electrical,604,DC link overvoltage,6.4,TRIP
757,2025-07-02 07:03:00,2025-07-02 13:45:00,WTG-07,Sensors,801,Anemometer mismatch,6.7,TRIP
758,2025-07-02 18:57:00,2025-07-02 20:15:00,WTG-14,Generator,503,Bearing temperature high,1.3,TRIP
759,2025-07-03 03:36:00,2025-07-03 04:30:00,WTG-26,Sensors,804,Ambient temperature out of range,0.9,TRIP
760,2025-07-03 05:49:00,2025-07-03 14:13:00,WTG-13,Gearbox,704,Oil filter clogged,8.4,TRIP
761,2025-07-03 15:08:00,2025-07-04 00:08:00,WTG-12,Pitch System,201,Difference between Pitch angles,9.0,TRIP
762,2025-07-03 15:12:00,2025-07-03 20:06:00,WTG-10,Pitch System,204,Pitch position sensor error,4.9,TRIP
763,2025-07-03 16:48:00,2025-07-04 03:12:00,WTG-08,Yaw System,305,Yaw inverter fault,10.4,TRIP
764,2025-07-04 00:04:00,2025-07-04 05:04:00,WTG-07,Hydraulic System,405,Valve switching failure,5.0,TRIP
765,2025-07-04 03:11:00,2025-07-04 06:05:00,WTG-19,Gearbox,705,Gear mesh frequency vibration,2.9,TRIP
766,2025-07-04 10:06:00,2025-07-04 21:54:00,WTG-02,Electrical,605,Grid frequency instability,11.8,TRIP
767,2025-07-04 13:43:00,2025-07-05 03:55:00,WTG-19,Gearbox,705,Gear mesh frequency vibration,14.2,TRIP
768,2025-07-04 13:49:00,2025-07-04 21:07:00,WTG-05,Electrical,605,Grid frequency instability,7.3,TRIP
769,2025-07-04 15:20:00,2025-07-04 17:14:00,WTG-11,Pitch System,203,Pitch motor overtemperature,1.9,TRIP
770,2025-07-04 23:25:00,2025-07-05 00:55:00,WTG-20,Electrical,602,IGBT overtemperature,1.5,TRIP
771,2025-07-05 11:46:00,2025-07-06 16:52:00,WTG-21,PCM-CORR,002,manual stop_repair,29.1,Corrective
772,2025-07-05 20:45:00,2025-07-06 01:39:00,WTG-06,Generator,503,Bearing temperature high,4.9,TRIP
773,2025-07-06 07:10:00,2025-07-06 23:28:00,WTG-28,PCM-CORR,002,manual stop_repair,16.3,Corrective
774,2025-07-06 08:46:00,2025-07-07 11:28:00,WTG-05,PCM-CORR,002,manual stop_repair,26.7,Corrective
775,2025-07-07 01:05:00,2025-07-08 05:23:00,WTG-29,PCM-CORR,002,manual stop_repair,28.3,Corrective
776,2025-07-07 02:30:00,2025-07-07 05:36:00,WTG-15,Yaw System,302,Yaw motor overload,3.1,TRIP
777,2025-07-07 02:36:00,2025-07-07 07:42:00,WTG-18,Sensors,803,Ice detection on blades,5.1,TRIP
778,2025-07-07 05:49:00,2025-07-08 00:01:00,WTG-03,Hydraulic System,404,Hydraulic oil low level,18.2,TRIP
779,2025-07-07 08:28:00,2025-07-07 16:40:00,WTG-18,Yaw System,301,Yaw error,8.2,TRIP
780,2025-07-07 12:40:00,2025-07-07 21:46:00,WTG-30,PCM-CORR,002,manual stop_repair,9.1,Corrective
781,2025-07-07 13:49:00,2025-07-07 16:43:00,WTG-16,Hydraulic System,403,Hydraulic pump motor overload,2.9,TRIP
782,2025-07-07 18:53:00,2025-07-09 16:35:00,WTG-28,Pitch System,205,Blade angle asymmetry limit reached,45.7,TRIP
783,2025-07-07 22:12:00,2025-07-07 22:48:00,WTG-04,Hydraulic System,404,Hydraulic oil low level,0.6,TRIP
784,2025-07-08 01:02:00,2025-07-08 02:14:00,WTG-14,Sensors,803,Ice detection on blades,1.2,TRIP
785,2025-07-08 15:28:00,2025-07-08 16:16:00,WTG-27,Yaw System,305,Yaw inverter fault,0.8,TRIP
786,2025-07-08 16:19:00,2025-07-08 17:01:00,WTG-22,Pitch System,203,Pitch motor overtemperature,0.7,TRIP
787,2025-07-08 17:01:00,2025-07-08 18:43:00,WTG-04,Generator,501,High temperature winding,1.7,TRIP
788,2025-07-08 17:30:00,2025-07-08 21:48:00,WTG-11,Gearbox,705,Gear mesh frequency vibration,4.3,TRIP
789,2025-07-08 21:48:00,2025-07-10 08:00:00,WTG-13,Gearbox,705,Gear mesh frequency vibration,34.2,TRIP
790,2025-07-09 02:59:00,2025-07-09 18:23:00,WTG-01,Generator,505,Generator overspeed,15.4,TRIP
791,2025-07-09 08:34:00,2025-07-10 19:10:00,WTG-07,PCM-CORR,002,manual stop_repair,34.6,Corrective
792,2025-07-09 08:58:00,2025-07-09 14:04:00,WTG-06,Hydraulic System,403,Hydraulic pump motor overload,5.1,TRIP
793,2025-07-09 09:23:00,2025-07-10 01:29:00,WTG-07,Electrical,604,DC link overvoltage,16.1,TRIP
794,2025-07-09 18:21:00,2025-07-10 02:03:00,WTG-13,Pitch System,205,Blade angle asymmetry limit reached,7.7,TRIP
795,2025-07-10 09:00:00,2025-07-13 09:00:00,WTG-11,PCM-PROG,001,manual stop_maintenance,72.0,Preventive
796,2025-07-10 11:52:00,2025-07-12 04:52:00,WTG-26,Gearbox,704,Oil filter clogged,41.0,TRIP
797,2025-07-10 19:42:00,2025-07-11 07:00:00,WTG-30,Sensors,802,Wind vane error,11.3,TRIP
798,2025-07-10 22:45:00,2025-07-11 17:51:00,WTG-17,Generator,503,Bearing temperature high,19.1,TRIP
799,2025-07-11 00:36:00,2025-07-11 15:42:00,WTG-15,Gearbox,702,High oil temperature,15.1,TRIP
800,2025-07-11 01:25:00,2025-07-12 06:01:00,WTG-22,PCM-CORR,002,manual stop_repair,28.6,Corrective
801,2025-07-11 04:19:00,2025-07-11 08:43:00,WTG-08,Hydraulic System,401,Low hydraulic pressure,4.4,TRIP
802,2025-07-11 23:15:00,2025-07-13 16:15:00,WTG-23,Sensors,801,Anemometer mismatch,41.0,TRIP
803,2025-07-12 00:10:00,2025-07-12 08:40:00,WTG-20,PCM-CORR,002,manual stop_repair,8.5,Corrective
804,2025-07-12 02:59:00,2025-07-12 08:11:00,WTG-25,Gearbox,702,High oil temperature,5.2,TRIP
805,2025-07-12 05:12:00,2025-07-13 03:54:00,WTG-09,Generator,501,High temperature winding,22.7,TRIP
806,2025-07-12 07:02:00,2025-07-12 14:56:00,WTG-08,Yaw System,301,Yaw error,7.9,TRIP
807,2025-07-12 12:24:00,2025-07-12 16:12:00,WTG-06,Sensors,803,Ice detection on blades,3.8,TRIP
808,2025-07-12 20:15:00,2025-07-13 02:51:00,WTG-06,Electrical,601,Grid voltage out of limits,6.6,TRIP
809,2025-07-12 20:42:00,2025-07-13 04:30:00,WTG-09,Generator,502,Generator cooling failure,7.8,TRIP
810,2025-07-12 23:39:00,2025-07-13 21:39:00,WTG-24,PCM-CORR,002,manual stop_repair,22.0,Corrective
811,2025-07-13 02:07:00,2025-07-13 03:55:00,WTG-25,Yaw System,302,Yaw motor overload,1.8,TRIP
812,2025-07-13 02:19:00,2025-07-14 02:31:00,WTG-25,Sensors,802,Wind vane error,24.2,TRIP
813,2025-07-13 09:45:00,2025-07-13 12:15:00,WTG-04,Hydraulic System,401,Low hydraulic pressure,2.5,TRIP
814,2025-07-13 15:48:00,2025-07-14 02:48:00,WTG-11,Sensors,802,Wind vane error,11.0,TRIP
815,2025-07-13 23:10:00,2025-07-14 10:40:00,WTG-13,Pitch System,202,Pitch battery fault,11.5,TRIP
816,2025-07-13 23:26:00,2025-07-14 12:26:00,WTG-14,Gearbox,703,Bearing vibration high,13.0,TRIP
817,2025-07-13 23:45:00,2025-07-14 17:27:00,WTG-18,PCM-CORR,002,manual stop_repair,17.7,Corrective
818,2025-07-14 06:54:00,2025-07-14 11:48:00,WTG-22,Hydraulic System,401,Low hydraulic pressure,4.9,TRIP
819,2025-07-14 07:00:00,2025-07-17 07:00:00,WTG-04,PCM-PROG,001,manual stop_maintenance,72.0,Preventive
820,2025-07-14 12:36:00,2025-07-15 05:24:00,WTG-23,PCM-CORR,002,manual stop_repair,16.8,Corrective
821,2025-07-14 17:13:00,2025-07-15 13:01:00,WTG-27,PCM-CORR,002,manual stop_repair,19.8,Corrective
822,2025-07-15 08:21:00,2025-07-16 13:27:00,WTG-05,PCM-CORR,002,manual stop_repair,29.1,Corrective
823,2025-07-15 08:42:00,2025-07-16 07:00:00,WTG-30,PCM-CORR,002,manual stop_repair,22.3,Corrective
824,2025-07-15 08:52:00,2025-07-16 08:22:00,WTG-23,PCM-CORR,002,manual stop_repair,23.5,Corrective
825,2025-07-15 10:55:00,2025-07-15 23:13:00,WTG-04,Gearbox,704,Oil filter clogged,12.3,TRIP
826,2025-07-15 13:30:00,2025-07-15 14:12:00,WTG-19,Gearbox,705,Gear mesh frequency vibration,0.7,TRIP
827,2025-07-15 14:19:00,2025-07-15 22:55:00,WTG-25,Electrical,602,IGBT overtemperature,8.6,TRIP
828,2025-07-16 02:51:00,2025-07-16 21:45:00,WTG-18,Generator,503,Bearing temperature high,18.9,TRIP
829,2025-07-16 04:26:00,2025-07-16 07:14:00,WTG-13,Generator,503,Bearing temperature high,2.8,TRIP
830,2025-07-16 05:54:00,2025-07-16 18:00:00,WTG-28,Sensors,804,Ambient temperature out of range,12.1,TRIP
831,2025-07-16 17:50:00,2025-07-16 22:44:00,WTG-02,PCM-CORR,002,manual stop_repair,4.9,Corrective
832,2025-07-17 01:30:00,2025-07-17 22:36:00,WTG-01,PCM-CORR,002,manual stop_repair,21.1,Corrective
833,2025-07-17 06:00:00,2025-07-17 13:30:00,WTG-18,Gearbox,705,Gear mesh frequency vibration,7.5,TRIP
834,2025-07-17 07:29:00,2025-07-17 15:35:00,WTG-19,PCM-CORR,002,manual stop_repair,8.1,Corrective
835,2025-07-17 13:11:00,2025-07-17 18:11:00,WTG-10,PCM-CORR,002,manual stop_repair,5.0,Corrective
836,2025-07-17 16:02:00,2025-07-18 04:56:00,WTG-28,PCM-CORR,002,manual stop_repair,12.9,Corrective
837,2025-07-18 05:42:00,2025-07-18 20:24:00,WTG-15,Gearbox,704,Oil filter clogged,14.7,TRIP
838,2025-07-18 07:30:00,2025-07-18 11:24:00,WTG-06,Yaw System,305,Yaw inverter fault,3.9,TRIP
839,2025-07-18 10:20:00,2025-07-19 12:32:00,WTG-05,PCM-CORR,002,manual stop_repair,26.2,Corrective
840,2025-07-18 13:16:00,2025-07-19 03:10:00,WTG-12,Sensors,804,Ambient temperature out of range,13.9,TRIP
841,2025-07-19 03:19:00,2025-07-20 13:43:00,WTG-19,PCM-CORR,002,manual stop_repair,34.4,Corrective
842,2025-07-19 07:06:00,2025-07-19 14:18:00,WTG-19,Electrical,601,Grid voltage out of limits,7.2,TRIP
843,2025-07-19 12:39:00,2025-07-20 02:51:00,WTG-20,Yaw System,301,Yaw error,14.2,TRIP
844,2025-07-20 08:11:00,2025-07-20 10:23:00,WTG-29,Sensors,802,Wind vane error,2.2,TRIP
845,2025-07-20 08:35:00,2025-07-20 19:23:00,WTG-27,Generator,503,Bearing temperature high,10.8,TRIP
846,2025-07-20 14:58:00,2025-07-21 12:10:00,WTG-09,Electrical,603,Converter communication failure,21.2,TRIP
847,2025-07-20 16:10:00,2025-07-22 05:04:00,WTG-30,Yaw System,305,Yaw inverter fault,36.9,TRIP
848,2025-07-20 18:07:00,2025-07-20 19:55:00,WTG-30,Gearbox,705,Gear mesh frequency vibration,1.8,TRIP
849,2025-07-20 22:04:00,2025-07-21 13:16:00,WTG-06,Sensors,803,Ice detection on blades,15.2,TRIP
850,2025-07-21 05:16:00,2025-07-21 20:40:00,WTG-21,Yaw System,303,Cable twist limit exceeded,15.4,TRIP
851,2025-07-21 08:00:00,2025-07-24 08:00:00,WTG-06,PCM-PROG,001,manual stop_maintenance,72.0,Preventive
852,2025-07-21 10:04:00,2025-07-21 15:28:00,WTG-28,Generator,501,High temperature winding,5.4,TRIP
853,2025-07-21 12:43:00,2025-07-21 14:49:00,WTG-03,Generator,503,Bearing temperature high,2.1,TRIP
854,2025-07-21 20:02:00,2025-07-22 21:56:00,WTG-24,PCM-CORR,002,manual stop_repair,25.9,Corrective
855,2025-07-22 01:29:00,2025-07-23 10:05:00,WTG-09,PCM-CORR,002,manual stop_repair,32.6,Corrective
856,2025-07-22 17:31:00,2025-07-22 18:19:00,WTG-20,Yaw System,302,Yaw motor overload,0.8,TRIP
857,2025-07-23 12:42:00,2025-07-23 19:00:00,WTG-18,Generator,503,Bearing temperature high,6.3,TRIP
858,2025-07-23 17:31:00,2025-07-23 19:55:00,WTG-16,Sensors,802,Wind vane error,2.4,TRIP
859,2025-07-23 19:51:00,2025-07-25 03:57:00,WTG-08,Yaw System,305,Yaw inverter fault,32.1,TRIP
860,2025-07-24 00:02:00,2025-07-25 04:50:00,WTG-27,Sensors,804,Ambient temperature out of range,28.8,TRIP
861,2025-07-24 01:36:00,2025-07-24 06:18:00,WTG-29,Sensors,802,Wind vane error,4.7,TRIP
862,2025-07-24 02:42:00,2025-07-24 09:00:00,WTG-20,PCM-CORR,002,manual stop_repair,6.3,Corrective
863,2025-07-24 02:58:00,2025-07-24 07:10:00,WTG-14,Sensors,802,Wind vane error,4.2,TRIP
864,2025-07-24 04:49:00,2025-07-24 21:01:00,WTG-22,PCM-CORR,002,manual stop_repair,16.2,Corrective
865,2025-07-24 14:28:00,2025-07-25 01:22:00,WTG-09,PCM-CORR,002,manual stop_repair,10.9,Corrective
866,2025-07-25 00:56:00,2025-07-25 05:02:00,WTG-12,Pitch System,204,Pitch position sensor error,4.1,TRIP
867,2025-07-25 03:49:00,2025-07-25 06:37:00,WTG-30,Yaw System,302,Yaw motor overload,2.8,TRIP
868,2025-07-25 04:19:00,2025-07-25 05:19:00,WTG-13,Pitch System,205,Blade angle asymmetry limit reached,1.0,TRIP
869,2025-07-25 09:18:00,2025-07-25 10:24:00,WTG-13,Gearbox,703,Bearing vibration high,1.1,TRIP
870,2025-07-25 17:42:00,2025-07-26 10:30:00,WTG-08,PCM-CORR,002,manual stop_repair,16.8,Corrective
871,2025-07-25 20:26:00,2025-07-26 00:56:00,WTG-22,Generator,502,Generator cooling failure,4.5,TRIP
872,2025-07-26 05:54:00,2025-07-26 09:42:00,WTG-18,Yaw System,301,Yaw error,3.8,TRIP
873,2025-07-26 07:53:00,2025-07-26 08:59:00,WTG-25,Hydraulic System,405,Valve switching failure,1.1,TRIP
874,2025-07-26 11:05:00,2025-07-26 20:41:00,WTG-02,Hydraulic System,403,Hydraulic pump motor overload,9.6,TRIP
875,2025-07-26 21:42:00,2025-07-27 05:54:00,WTG-03,Yaw System,303,Cable twist limit exceeded,8.2,TRIP
876,2025-07-27 06:18:00,2025-07-27 09:18:00,WTG-16,Generator,505,Generator overspeed,3.0,TRIP
877,2025-07-27 12:56:00,2025-07-27 14:56:00,WTG-25,Gearbox,705,Gear mesh frequency vibration,2.0,TRIP
878,2025-07-27 22:38:00,2025-07-28 03:56:00,WTG-04,Generator,502,Generator cooling failure,5.3,TRIP
879,2025-07-28 01:18:00,2025-07-28 02:00:00,WTG-09,Yaw System,301,Yaw error,0.7,TRIP
880,2025-07-28 07:16:00,2025-07-28 12:40:00,WTG-21,Gearbox,701,Low oil pressure,5.4,TRIP
881,2025-07-28 14:12:00,2025-07-28 22:00:00,WTG-20,Gearbox,701,Low oil pressure,7.8,TRIP
882,2025-07-28 15:06:00,2025-07-28 20:36:00,WTG-12,Hydraulic System,402,High hydraulic pressure,5.5,TRIP
883,2025-07-29 04:53:00,2025-07-29 05:47:00,WTG-05,Sensors,802,Wind vane error,0.9,TRIP
884,2025-07-29 09:01:00,2025-07-29 13:19:00,WTG-16,Electrical,602,IGBT overtemperature,4.3,TRIP
885,2025-07-29 09:19:00,2025-07-30 15:19:00,WTG-02,PCM-CORR,002,manual stop_repair,30.0,Corrective
886,2025-07-30 00:56:00,2025-07-30 15:56:00,WTG-13,Electrical,601,Grid voltage out of limits,15.0,TRIP
887,2025-07-30 10:50:00,2025-07-31 07:50:00,WTG-03,PCM-CORR,002,manual stop_repair,21.0,Corrective
888,2025-07-30 12:19:00,2025-07-30 18:37:00,WTG-08,Electrical,604,DC link overvoltage,6.3,TRIP
889,2025-07-30 12:56:00,2025-07-30 13:32:00,WTG-11,Electrical,604,DC link overvoltage,0.6,TRIP
890,2025-07-30 20:12:00,2025-07-31 07:24:00,WTG-14,Gearbox,703,Bearing vibration high,11.2,TRIP
891,2025-07-30 20:21:00,2025-07-31 11:33:00,WTG-10,Electrical,604,DC link overvoltage,15.2,TRIP
892,2025-07-30 21:20:00,2025-07-31 14:38:00,WTG-03,Yaw System,302,Yaw motor overload,17.3,TRIP
893,2025-07-31 03:07:00,2025-08-01 11:07:00,WTG-16,PCM-CORR,002,manual stop_repair,32.0,Corrective
894,2025-07-31 08:19:00,2025-08-01 14:37:00,WTG-23,PCM-CORR,002,manual stop_repair,30.3,Corrective
895,2025-07-31 09:55:00,2025-07-31 16:55:00,WTG-08,Sensors,802,Wind vane error,7.0,TRIP
896,2025-07-31 16:02:00,2025-08-01 06:44:00,WTG-04,Yaw System,305,Yaw inverter fault,14.7,TRIP
897,2025-07-31 19:10:00,2025-08-01 04:10:00,WTG-12,Generator,503,Bearing temperature high,9.0,TRIP
898,2025-07-31 19:15:00,2025-08-01 20:03:00,WTG-21,PCM-CORR,002,manual stop_repair,24.8,Corrective
899,2025-07-31 21:33:00,2025-07-31 22:57:00,WTG-28,Gearbox,705,Gear mesh frequency vibration,1.4,TRIP
900,2025-07-31 21:54:00,2025-08-01 04:06:00,WTG-01,Generator,502,Generator cooling failure,6.2,TRIP
901,2025-07-31 23:59:00,2025-08-01 16:11:00,WTG-08,PCM-CORR,002,manual stop_repair,16.2,Corrective
902,2025-08-01 00:08:00,2025-08-01 01:44:00,WTG-20,Sensors,801,Anemometer mismatch,1.6,TRIP
903,2025-08-01 01:11:00,2025-08-01 04:05:00,WTG-08,Gearbox,703,Bearing vibration high,2.9,TRIP
904,2025-08-01 08:38:00,2025-08-01 09:38:00,WTG-07,Generator,503,Bearing temperature high,1.0,TRIP
905,2025-08-01 09:15:00,2025-08-01 12:03:00,WTG-05,Electrical,603,Converter communication failure,2.8,TRIP
906,2025-08-01 22:20:00,2025-08-02 17:14:00,WTG-25,Electrical,604,DC link overvoltage,18.9,TRIP
907,2025-08-02 06:12:00,2025-08-02 16:06:00,WTG-11,PCM-CORR,002,manual stop_repair,9.9,Corrective
908,2025-08-02 23:29:00,2025-08-03 00:59:00,WTG-02,Gearbox,705,Gear mesh frequency vibration,1.5,TRIP
909,2025-08-03 01:05:00,2025-08-03 17:05:00,WTG-09,Gearbox,705,Gear mesh frequency vibration,16.0,TRIP
910,2025-08-03 05:41:00,2025-08-03 13:29:00,WTG-23,Generator,501,High temperature winding,7.8,TRIP
911,2025-08-04 03:55:00,2025-08-04 05:55:00,WTG-17,Generator,503,Bearing temperature high,2.0,TRIP
912,2025-08-04 05:46:00,2025-08-04 13:58:00,WTG-27,PCM-CORR,002,manual stop_repair,8.2,Corrective
913,2025-08-04 08:00:00,2025-08-04 21:12:00,WTG-04,Gearbox,705,Gear mesh frequency vibration,13.2,TRIP
914,2025-08-04 11:22:00,2025-08-04 21:16:00,WTG-24,PCM-CORR,002,manual stop_repair,9.9,Corrective
915,2025-08-04 14:47:00,2025-08-04 23:59:00,WTG-14,Generator,503,Bearing temperature high,9.2,TRIP
